resume_text,role
junior cloud iam compliance encryption Collaborated with iam Collaborated with encryption Owned end-to-end system,Cloud Security Architect
security encryption cloud compliance Designed and implemented system Owned end-to-end project Responsible for cloud reduced time by 17%,Cloud Security Architect
principal cloud security iam compliance Responsible for project Optimized project Optimized iam reduced time by 54%,Cloud Security Architect
lead iam encryption compliance security Collaborated with encryption Worked on cloud Collaborated with cloud reduced time by 60% handled team of 4,Cloud Security Architect
security compliance iam encryption Optimized iam Responsible for project Collaborated with cloud,Cloud Security Architect
intern security cloud iam compliance Collaborated with security Responsible for encryption Implemented CI/CD automation reduced time by 37%,Cloud Security Architect
lead encryption compliance security iam Built scalable tooling Developed security Authored tooling,Cloud Security Architect
compliance security iam encryption Built scalable project Built scalable system Managed system,Cloud Security Architect
director compliance encryption cloud security Developed team Implemented CI/CD tooling Collaborated with system,Cloud Security Architect
compliance security cloud encryption Worked on encryption Implemented CI/CD project Built scalable project,Cloud Security Architect
senior encryption security iam cloud Designed and implemented security Developed encryption Designed and implemented cloud,Cloud Security Architect
security compliance iam cloud Collaborated with team Authored system Responsible for security,Cloud Security Architect
compliance encryption cloud iam Led a project on tooling Implemented CI/CD compliance Implemented CI/CD cloud reduced time by 11% handled team of 14,Cloud Security Architect
security cloud encryption compliance Optimized automation Developed iam Collaborated with system,Cloud Security Architect
lead security compliance cloud iam Designed and implemented system Responsible for tooling Led a project on tooling,Cloud Security Architect
senior cloud compliance encryption iam Optimized security Managed automation Owned end-to-end tooling,Cloud Security Architect
encryption cloud security iam Authored project Implemented CI/CD cloud Built scalable automation reduced time by 45%,Cloud Security Architect
compliance security iam encryption Built scalable cloud Implemented CI/CD iam Implemented CI/CD automation,Cloud Security Architect
junior compliance security iam cloud Designed and implemented project Optimized compliance Collaborated with system,Cloud Security Architect
cloud encryption compliance security Collaborated with compliance Managed system Built scalable compliance reduced time by 23%,Cloud Security Architect
security iam compliance encryption Worked on encryption Led a project on system Collaborated with iam,Cloud Security Architect
cloud encryption iam security Developed team Responsible for tooling Implemented CI/CD automation,Cloud Security Architect
security encryption cloud iam Designed and implemented tooling Worked on system Worked on automation,Cloud Security Architect
